"var1" "var2" "var3"
0.44058099960939 -0.952196885778056 0.250598158919984
-2.03060466770133 -0.66695221308752 0.714116160283575
-0.341601330094993 -0.865420850761737 -0.0527796196266651
-0.55826255259626 -1.31510303019255 0.601082012271947
-0.683521524605934 -0.073291591666279 -0.720848978392403
0.13795950147302 0.617642094039507 -0.175224626696818
-0.268172288558745 -1.29738577657948 0.403609149274981
-1.57474604157609 0.750857499586438 -0.778533114257016
0.880076910908914 -0.593430268362892 -1.42346719560934
-1.21973859106687 -1.08069075507463 -0.727612661190924
-1.54511704557642 -0.0634592183051786 -0.841577725186573
0.380554565755707 1.04770191028751 -0.617402018902786
0.822760080475416 0.721489559836509 -2.21600160616873
-0.67440260129232 -0.00739590302695195 2.10065258716005
0.123602084027126 1.46424685884582 0.425114087978863
-0.397969102572447 0.225984174436078 1.93042920027255
0.611182408143578 -0.200896536297724 0.18133624167379
-0.874287944659507 0.826392740462301 1.36939787919062
0.278087467745948 -1.61581930537178 -0.754153858911569
-0.0959160445696039 0.511787261291213 -1.29364429136215
0.444794099298477 -0.432048424583895 0.13015311776286
0.637858140998796 0.551656823955485 0.358726007476871
-1.6115765576341 -0.615008451991453 1.39058074815255
-1.93623664232779 -0.345591544004788 -1.66563006171319
0.943141969988342 0.589442204225224 1.42508135487173
0.321600373018003 -0.775369759105753 0.735687542991889
0.0912544749469265 1.59223271037055 0.931726882158334
0.0138803611373108 0.224328793047258 2.13850133327815
0.196595824543174 -0.074798805919305 1.88458196266621
0.350104320553112 0.136515148117185 0.379477278313996
-0.194691910811424 0.550365312339758 -0.749033656216747
0.445152941406045 0.928541183713816 0.0161156299718183
0.187976020520002 -0.654050674685838 -1.33694044558449
-1.46849828842698 1.51874487206229 2.45907528310815
-0.122502072399786 0.404898563610208 -1.59370057040724
-1.24317751095347 0.493577297207576 1.08297384363439
0.271604447769028 -0.806940693415941 -1.9952368380222
0.210908835463674 0.561470794911487 0.869153994450959
1.35029028445564 1.24332994284509 0.339839110861406
-0.0750823238627424 -0.650334594077185 1.1455094175952
-0.812309491284759 0.035375215607896 1.68617602849936
0.0338981771409029 1.4696929903601 1.479926159727
-1.05945042682236 0.0333304244253645 -0.625529156317871
-0.650668302134492 -1.42292336155349 -1.4579358123544
-0.24055225404091 -0.821517724522727 1.18274286830862
0.867680554346185 -0.154726529458751 1.02785586023899
0.910638045989432 -1.33598059495076 0.281713534158764
-0.328174318353999 -1.50699552261351 -0.155523851506907
-0.405673702156222 1.03825283629825 0.158737030709592
-0.263232513144823 0.341455011249417 -0.367818055551121
