"numeric_variable_one";"numeric_variable_two"
"1";0.382029613822949;-0.685254465345635
"2";-0.364427114383363;0.426027034133701
"3";1.03872260333045;0.589070652297215
"4";0.228736329712221;-1.81114857498443
"5";-0.214675728155356;0.929144353955169
"6";1.7870945792456;1.19397999059402
"7";1.92077573894154;-1.32107275222986
"8";-0.0655782830247892;-0.198483492108385
"9";0.663214369506105;-0.177868321093592
"10";0.912914945955239;0.359174521471485
"11";-0.460740939430639;-0.492120698409799
"12";-1.89396864315894;-0.121033159194905
"13";0.445276689705542;-0.363691024284024
"14";2.39123576491353;0.0957144674194515
"15";-2.72903274945076;-0.930264886980592
"16";0.484223636998426;0.572875758850202
"17";-0.297105039602193;0.00671679344315133
"18";1.62208882074097;-2.04786292054439
"19";-0.54174103794924;0.684180401227031
"20";-0.597366753674517;-0.927688171626455
"21";-1.31943584626752;-0.673724821194032
"22";-0.643991509328094;-0.210693558519109
"23";-1.07815728001465;-0.362768929092431
"24";0.330098563643896;-0.484035863435405
"25";1.11039196332045;1.35649862200898
"26";-2.0072007216492;0.0788905655699931
"27";1.33589621630798;-0.491167237386083
"28";-1.29785169227123;-1.16766846460631
"29";1.7470554042076;0.203784689616786
"30";0.0374034562065613;0.205242499311089
"31";0.117057934611957;-0.328837997730036
"32";-1.05774646060589;1.68226127444366
"33";1.84816599863262;-0.114315591587568
"34";-0.550437931213794;-0.758739466469813
"35";2.1298446954425;-1.17512299827743
"36";0.631442956453968;-0.285792379249194
"37";-1.52994808680148;0.392665175608804
"38";-1.1066377758829;-0.303229120903437
"39";-0.502214949196016;0.358651650870627
"40";0.282090640437737;0.013954732348697
"41";-1.26153083470457;0.848575123431735
"42";-2.94031012419203;0.233896235450042
"43";0.533691740620144;-0.676175324703239
"44";1.19956777763856;-0.394518389472992
"45";0.267024954792336;0.88235001360501
"46";0.262498775535066;1.4386141047701
"47";-1.96390338042481;0.371346731498598
"48";1.73226630344794;0.123822458988155
"49";-1.23982050613029;-0.0236888787488425
"50";0.939916306005953;-0.215130597427354
"51";-1.36302313784693;-1.28751198928335
"52";-0.813135552765529;2.05425177609507
"53";-0.0115965742025651;2.0175992968144
"54";0.576725011587318;-0.372443834874377
"55";-1.33196910078266;2.85110357333665
"56";-0.275024991707967;-0.0425646635376728
"57";0.6481595973955;-0.542994801302124
"58";-0.493217152186513;-0.308301513467106
"59";-1.61597087939393;-0.138927483960439
"60";1.96296059334667;-0.0414790437735157
"61";-0.0228067208277641;1.92796644008756
"62";-0.0205202809707574;-1.93734507544404
"63";-2.1831161877177;-0.462884499892962
"64";0.568964135700549;-0.150257706970064
"65";-0.483722542002354;0.289726024647616
"66";-1.09359121125367;-1.21362301554323
"67";0.633852404273785;-0.324209049544225
"68";-0.939194760883944;-0.539147403548434
"69";1.8845324552361;-1.67787142403586
"70";0.394347003464451;-0.0724859766494285
"71";1.9912870645903;0.558655954707895
"72";-1.41135766047147;0.671425638417383
"73";-1.52285007730588;0.0659104197166733
"74";0.414641021949336;-1.59998400916257
"75";-1.29947758446771;2.21856157186367
"76";-1.73577575277337;0.337040466851008
"77";0.699055967000582;1.42038059078731
"78";-2.0158671122897;0.302609252324558
"79";0.806657517631163;-0.243147079358269
"80";-0.789464696712372;-1.60621222647093
"81";-0.768217145040697;-0.233960241979038
"82";1.50366726153768;0.123647209414172
"83";0.0721338966461037;-1.47991035516397
"84";-0.994191546133279;0.457796095873064
"85";0.220531401039369;0.461022755673327
"86";0.921610382589551;1.32840784838437
"87";-1.04339328522366;-2.63038967135626
"88";-0.0170304246440154;-2.12099970782425
"89";0.150313466039853;0.969390615662879
"90";-0.704685021184809;0.415414510181247
"91";-0.767841108198164;-0.343806063335482
"92";-1.68528565320618;-0.259086260221243
"93";-0.0464657908895021;-0.660292550010367
"94";-0.232546228412244;-0.584211692575811
"95";0.641149855380571;0.257716726994625
"96";0.34998366868835;1.56560584670287
"97";0.130654202566491;-0.252211734707967
"98";-0.582254940274577;0.554304881524529
"99";-0.500752121829888;0.0920699256847514
"100";-0.786553367957791;0.000751028750111061
